Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0103.b4.txt,1336,1139,592,456,7,0,2
0105.b4.txt,1209,1166,523,549,13,0,4
0107.b4.txt,1806,1240,652,244,10,0,6
0139.b4.txt,1523,1074,517,309,9,0,7
0140.b4.txt,1162,1129,396,470,10,0,5
0158.b4.txt,1378,1204,605,564,14,0,1
0165.b4.txt,1169,998,433,372,10,0,5
0178.b4.txt,1533,1089,653,625,11,0,0
0200.b4.txt,1229,960,704,718,9,0,2
0219.b4.txt,1533,920,483,418,16,0,2
0300.b4.txt,1582,1113,452,335,11,0,6
0308.b4.txt,1354,1037,531,566,7,0,1
0310.b4.txt,1522,1107,663,398,12,0,2
0318.b4.txt,1407,939,375,352,14,0,3
1003.b4.txt,1572,1154,493,209,6,0,3
1021.b4.txt,1371,1081,480,404,11,0,4
1023.b4.txt,1253,946,806,793,9,0,3
1057.b4.txt,1429,1129,466,351,7,0,2
1069.b4.txt,1254,1172,557,705,8,0,6
1097.b4.txt,1475,1082,557,466,11,0,3
1100.b4.txt,1515,1063,478,301,5,0,2
1112.b4.txt,1345,1211,446,421,11,0,3
1508.b4.txt,1290,1093,488,313,12,0,3
1520.b4.txt,1275,967,579,406,4,0,3
1528.b4.txt,1389,1142,528,528,8,0,3
1532.b4.txt,1192,1149,390,520,13,0,4
2018.b4.txt,1244,1358,409,368,9,0,3
2030.b4.txt,1307,1160,489,419,11,0,4
2034.b4.txt,1317,873,632,361,13,0,5
