Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0101.a3.txt,1977,1096,734,452,1,0,2
0102.a3.txt,1817,1100,544,370,2,0,0
0103.a3.txt,2035,887,1047,581,7,0,2
0104.a3.txt,1652,1105,623,534,2,0,0
0105.a3.txt,1652,1306,640,794,2,0,2
0106.a3.txt,2206,954,768,595,1,0,0
0107.a3.txt,2232,1034,858,479,4,0,0
0109.a3.txt,1913,1263,446,408,2,0,0
0110.a3.txt,2015,1252,676,501,2,0,0
0111.a3.txt,1936,1167,531,398,3,0,1
0112.a3.txt,2050,1055,723,640,1,0,0
0115.a3.txt,2225,1178,668,707,0,0,0
0118.a3.txt,2541,1106,882,344,0,0,1
0119.a3.txt,2105,1102,734,465,1,0,1
0120.a3.txt,2109,1019,933,545,0,0,0
0121.a3.txt,1859,1008,471,563,3,0,0
0122.a3.txt,2356,1092,675,454,0,0,1
0125.a3.txt,2085,924,1024,474,3,0,2
0127.a3.txt,1865,996,729,533,8,0,1
0128.a3.txt,1973,1141,510,644,3,0,2
0130.a3.txt,1569,980,681,715,2,0,0
0131.a3.txt,2152,1063,709,709,0,0,0
0133.a3.txt,1805,985,533,646,4,0,2
0134.a3.txt,2077,978,1002,592,0,0,0
0135.a3.txt,2003,1122,651,421,1,0,0
0136.a3.txt,2019,1225,630,443,0,0,0
0137.a3.txt,2002,920,796,672,0,0,0
0138.a3.txt,2059,1274,637,356,0,0,0
0139.a3.txt,1990,1335,654,340,0,0,0
0142.a3.txt,2167,1160,989,304,0,0,0
0143.a3.txt,2221,940,599,400,5,0,0
0146.a3.txt,1554,1430,617,530,3,0,0
0149.a3.txt,2121,1163,578,636,0,0,0
0155.a3.txt,1849,1050,755,460,2,0,1
0156.a3.txt,1980,1165,576,414,2,0,0
0157.a3.txt,1444,1201,595,558,0,0,0
0158.a3.txt,1782,1197,762,490,2,0,0
0159.a3.txt,2162,1099,531,604,1,0,4
0161.a3.txt,2126,954,838,490,0,0,0
0162.a3.txt,2383,887,722,418,0,0,0
0163.a3.txt,1752,986,696,615,0,0,2
0165.a3.txt,1733,1211,611,467,4,0,1
0168.a3.txt,1688,1217,681,484,1,0,2
0169.a3.txt,2163,1046,613,445,2,0,4
0171.a3.txt,1805,1297,627,551,2,0,0
0172.a3.txt,2080,1081,764,435,1,0,0
0173.a3.txt,2149,1208,548,520,1,0,1
0174.a3.txt,1953,1088,1144,446,1,0,1
0175.a3.txt,1904,1180,558,381,1,0,0
0176.a3.txt,2133,1067,497,412,3,0,0
0177.a3.txt,1844,1022,689,689,4,0,0
0178.a3.txt,2127,1026,804,635,0,0,1
0179.a3.txt,2250,1167,583,405,2,0,2
0182.a3.txt,2092,1128,646,599,0,0,2
0185.a3.txt,1925,1093,604,478,2,0,2
0186.a3.txt,1901,1027,798,735,2,0,0
0187.a3.txt,1677,1014,876,476,7,0,1
0188.a3.txt,1724,1204,760,545,1,0,0
0189.a3.txt,1931,1164,569,514,0,0,0
0190.a3.txt,1553,1256,537,468,1,0,3
0192.a3.txt,1522,1282,561,240,1,0,0
0193.a3.txt,2048,1226,594,354,2,1,0
0195.a3.txt,1982,985,429,631,1,0,1
0196.a3.txt,1986,1256,742,320,0,0,0
0198.a3.txt,1843,1034,476,488,2,1,0
0199.a3.txt,1927,1122,573,549,0,0,1
0200.a3.txt,2192,1064,739,791,0,0,1
0202.a3.txt,1985,1166,947,419,0,0,0
0203.a3.txt,2391,1111,749,386,4,0,1
0204.a3.txt,2073,1148,574,532,2,0,1
0205.a3.txt,2082,1041,619,454,2,0,1
0206.a3.txt,2287,1042,609,325,3,0,0
0207.a3.txt,1667,1263,625,312,0,1,0
0208.a3.txt,1939,1241,461,768,0,0,0
0209.a3.txt,2283,1173,574,281,3,0,4
0213.a3.txt,1802,1378,789,412,1,0,0
0214.a3.txt,1713,970,862,551,5,0,3
0215.a3.txt,1735,1267,459,425,2,0,4
0216.a3.txt,2356,969,694,455,1,0,1
0218.a3.txt,1959,1258,593,351,0,0,1
0219.a3.txt,2148,1238,567,606,1,0,1
0221.a3.txt,1918,1278,582,327,0,0,0
0222.a3.txt,1893,1329,550,443,2,0,1
0223.a3.txt,1847,1129,612,647,0,0,1
0224.a3.txt,1899,982,685,478,6,0,3
0226.a3.txt,2007,981,513,559,2,0,0
0227.a3.txt,1913,1093,724,492,1,0,1
0231.a3.txt,2318,1076,691,474,1,0,0
0232.a3.txt,1789,1304,783,447,1,0,1
0234.a3.txt,1811,1092,586,413,2,0,4
