Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0106.b7.txt,1763,1258,835,515,0,1,0
0107.b7.txt,1633,1081,1036,541,0,1,6
0137.b7.txt,2109,965,816,348,4,1,2
0151.b7.txt,1934,1075,910,442,2,0,2
0157.b7.txt,1271,1224,882,588,5,1,1
0158.b7.txt,1838,1230,738,492,1,1,0
0178.b7.txt,1979,1022,949,716,4,0,3
0185.b7.txt,1815,1156,822,619,1,0,0
0186.b7.txt,1714,1095,738,643,0,0,1
0198.b7.txt,2025,1080,810,503,0,0,2
0219.b7.txt,2095,1002,1014,586,1,1,0
0223.b7.txt,1982,1041,862,448,0,0,1
0224.b7.txt,2102,1030,948,316,1,1,1
0238.b7.txt,1688,1186,716,556,1,0,2
0318.b7.txt,2077,913,820,516,1,0,0
