Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0103.b2.txt,2075,1096,566,377,3,0,1
0134.b2.txt,1721,928,1193,630,3,0,1
0139.b2.txt,1540,1243,902,473,2,0,2
0140.b2.txt,1970,1000,596,515,4,0,2
0165.b2.txt,1912,1019,760,304,1,0,0
0200.b2.txt,1762,1143,1029,600,2,0,11
0300.b2.txt,1739,1322,824,371,2,0,3
0308.b2.txt,1564,1012,914,642,1,0,4
0310.b2.txt,2308,950,511,449,5,0,1
0313.b2.txt,1511,1042,877,478,6,1,4
1003.b2.txt,1800,1209,802,381,7,0,2
1006.b2.txt,1810,1012,639,447,0,0,2
1006.b2i.txt,1810,1012,639,447,0,0,2
1021.b2.txt,1982,1036,640,351,6,0,3
1023.b2.txt,1509,949,709,480,5,1,5
1057.b2.txt,1784,1126,711,491,1,0,2
1097.b2.txt,1762,1002,685,527,4,0,2
1100.b2.txt,1506,1066,742,463,4,0,1
1104.b2.txt,1864,1075,552,473,2,0,1
1104.b2i.txt,1864,1075,552,473,2,0,1
1112.b2.txt,1873,929,587,349,17,0,3
1508.b2.txt,1448,1352,604,316,4,0,2
1520.b2.txt,1745,1202,618,426,5,0,3
1528.b2.txt,1700,1052,827,288,6,0,0
1532.b2.txt,1476,987,913,507,11,1,6
1533.b2.txt,1795,1207,714,302,7,0,4
1541.b2.txt,2006,876,898,602,2,0,1
2012.b2.txt,1828,892,762,218,2,0,1
2019.b2.txt,1638,1174,807,562,1,0,1
2028.b2.txt,1895,1298,807,363,2,0,0
2028.b2i.txt,1873,1283,798,358,2,0,0
2030.b2.txt,1569,1377,599,563,0,0,0
2032.b2.txt,1938,1065,769,370,2,0,4
2034.b2.txt,1774,1055,535,520,4,0,3
2066.b2.txt,2121,1170,913,501,3,0,3
2070.b2.txt,1642,1187,732,495,6,0,3
2070.b2i.txt,1637,1183,730,493,7,0,3
3013.b2.txt,1580,1001,688,398,7,0,9
3020.b2.txt,1797,1096,553,257,2,0,2
3501.b2.txt,1701,904,614,269,5,0,10
3503.b2.txt,2112,947,765,354,4,1,6
3504.b2.txt,2061,1083,671,326,7,0,2
3505.b2.txt,1870,1185,750,424,5,0,1
3506.b2.txt,1808,1068,588,414,3,0,1
3507.b2.txt,1676,984,951,367,3,0,2
3508.b2.txt,2039,1086,839,345,4,0,1
3509.b2.txt,1910,1011,787,511,3,0,3
3511.b2.txt,1930,1116,576,403,4,0,5
3518.b2.txt,1287,1287,572,317,8,1,8
3519.b2.txt,1648,1209,668,385,5,0,0
3520.b2.txt,1997,1078,687,351,4,0,4
3522.b2.txt,1937,1063,797,544,5,0,0
3523.b2.txt,2280,1175,695,329,2,0,7
3525.b2.txt,1805,1114,821,410,5,0,5
4012.b2.txt,1969,1072,643,468,0,0,0
4036.b2.txt,1690,983,771,441,10,2,8
4038.b2.txt,1964,1341,528,507,2,0,2
