Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0103.b5.txt,1740,1071,839,365,13,0,1
0140.b5.txt,1404,1024,567,496,11,0,1
0165.b5.txt,1714,967,669,398,10,0,0
0200.b5.txt,1682,997,692,523,7,0,2
0300.b5.txt,1769,815,752,411,15,1,10
0310.b5.txt,1553,1031,796,516,9,0,2
1003.b5.txt,1520,1127,532,420,8,0,2
1021.b5.txt,1754,1020,583,291,12,1,4
1023.b5.txt,1369,1232,667,589,12,2,2
1057.b5.txt,1568,979,796,452,9,0,1
1100.b5.txt,1756,1090,710,337,13,0,2
1508.b5.txt,1220,1162,407,433,16,0,4
1532.b5.txt,1507,1245,400,331,12,0,1
1533.b5.txt,1497,1205,481,424,14,0,4
2019.b5.txt,1375,1139,495,330,6,0,2
2028.b5.txt,1312,1341,464,384,9,0,5
2032.b5.txt,973,1232,527,507,11,1,2
2034.b5.txt,1515,957,746,437,10,0,3
2066.b5.txt,1296,1402,530,367,7,0,2
3018.b5.txt,1462,1012,705,529,7,0,2
3020.b5.txt,1694,822,789,282,9,0,2
