Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0107.b6.txt,1737,1213,881,409,1,0,1
0137.b6.txt,1749,1255,908,534,1,0,0
0151.b6.txt,1516,1328,677,564,3,0,0
0157.b6.txt,1215,1395,704,635,2,0,0
0158.b6.txt,1522,1257,750,657,2,0,0
0178.b6.txt,1753,1119,898,560,1,0,2
0185.b6.txt,1609,1307,747,417,2,0,0
0198.b6.txt,1543,1194,728,451,3,0,0
0219.b6.txt,1688,1311,516,377,1,0,0
0223.b6.txt,1706,1208,685,635,2,0,0
0238.b6.txt,1385,1417,805,419,2,0,0
0318.b6.txt,1755,980,853,451,5,0,2
